Date,Open,High,Low,Close,Adj Close,Volume
2024-04-15,523.88,525.91,522.50,524.14,524.14,6654067
2024-04-16,524.14,529.05,523.33,528.88,528.88,5100606
2024-04-17,528.88,539.37,526.53,538.88,538.88,6044881
2024-04-18,538.88,539.88,537.71,538.78,538.78,5231961
2024-04-19,538.78,539.39,537.97,538.64,538.64,7576355
2024-04-22,538.64,541.15,534.80,536.47,536.47,7688974
2024-04-23,536.47,542.69,534.24,539.24,539.24,8226755
2024-04-24,539.24,540.50,537.71,538.04,538.04,6035682
2024-04-25,538.04,542.18,536.53,541.87,541.87,6407529
2024-04-26,541.87,542.79,540.71,542.72,542.72,6743497
2024-04-29,542.72,550.76,539.24,548.80,548.80,8627899
2024-04-30,548.80,550.89,538.68,540.21,540.21,5705545
2024-05-01,540.21,540.64,536.62,537.12,537.12,5615135
2024-05-02,537.12,539.87,536.23,539.16,539.16,7653922
2024-05-03,539.16,543.25,538.64,541.18,541.18,7447768
2024-05-06,541.18,543.80,540.35,542.93,542.93,7981687
2024-05-07,542.93,552.10,541.41,549.03,549.03,6930453
2024-05-08,549.03,549.08,545.89,547.25,547.25,6925148
2024-05-09,547.25,548.34,547.14,547.70,547.70,6674294
2024-05-10,547.70,553.03,546.68,551.55,551.55,7813778
2024-05-13,551.55,553.45,545.74,549.20,549.20,7125989
2024-05-14,549.20,552.54,547.82,552.36,552.36,7507582
2024-05-15,552.36,556.38,550.36,550.36,550.36,5232589
2024-05-16,550.36,550.60,549.20,550.42,550.42,6208450
2024-05-17,550.42,550.73,537.77,539.28,539.28,5366044
2024-05-20,539.28,539.66,536.25,537.69,537.69,8268561
2024-05-21,537.69,538.36,534.82,536.45,536.45,7887341
2024-05-22,536.45,542.58,533.37,541.78,541.78,6762948
2024-05-23,541.78,545.28,541.34,543.54,543.54,6316273
2024-05-24,543.54,550.72,542.49,548.99,548.99,6385739
2024-05-27,548.99,553.47,546.62,550.80,550.80,6475788
2024-05-28,550.80,558.37,548.22,557.00,557.00,6372203
2024-05-29,557.00,563.59,553.84,563.00,563.00,7609362
2024-05-30,563.00,569.47,562.87,567.29,567.29,7275972
2024-05-31,567.29,572.02,566.67,569.31,569.31,5945283
2024-06-03,569.31,572.69,565.72,566.70,566.70,5640574
2024-06-04,566.70,570.06,563.46,569.40,569.40,8172291
2024-06-05,569.40,581.41,569.11,581.05,581.05,6383625
2024-06-06,581.05,582.86,569.53,569.75,569.75,7364986
2024-06-07,569.75,575.11,568.98,575.06,575.06,6732958
2024-06-10,575.06,575.11,564.20,565.94,565.94,5412725
2024-06-11,565.94,568.18,564.30,566.44,566.44,9991389
2024-06-12,566.44,566.52,564.89,566.51,566.51,5506842
2024-06-13,566.51,575.88,565.32,574.15,574.15,7426263
2024-06-14,574.15,578.51,572.61,576.95,576.95,6635021
2024-06-17,576.95,577.62,569.64,570.99,570.99,8612217
2024-06-18,570.99,572.27,570.82,571.51,571.51,6488182
2024-06-19,571.51,571.99,563.92,565.72,565.72,6773763
2024-06-20,565.72,566.01,562.42,565.09,565.09,6131932
2024-06-21,565.09,565.09,562.39,563.44,563.44,5165153
2024-06-24,563.44,566.83,558.06,561.35,561.35,6119588
2024-06-25,561.35,562.99,558.11,561.94,561.94,7182106
2024-06-26,561.94,565.66,559.02,565.54,565.54,10656516
2024-06-27,565.54,575.34,562.55,572.57,572.57,5221867
2024-06-28,572.57,572.85,571.38,571.78,571.78,7030590
2024-07-01,571.78,574.30,565.34,567.31,567.31,5521229
2024-07-02,567.31,569.12,566.88,567.94,567.94,8731609
2024-07-03,567.94,574.72,566.74,573.01,573.01,7556294
2024-07-04,573.01,573.24,565.37,566.11,566.11,6413712
2024-07-05,566.11,566.43,558.96,560.53,560.53,10076914
2024-07-08,560.53,563.34,555.38,556.51,556.51,6198165
2024-07-09,556.51,557.36,553.19,555.06,555.06,7319073
2024-07-10,555.06,556.95,553.89,555.24,555.24,11642075
2024-07-11,555.24,556.94,552.82,556.13,556.13,8451796
2024-07-12,556.13,558.06,555.16,555.77,555.77,5074821
2024-07-15,555.77,557.76,554.05,557.05,557.05,8064467
2024-07-16,557.05,558.28,554.80,555.64,555.64,5467348
2024-07-17,555.64,556.05,552.72,553.60,553.60,5825433
2024-07-18,553.60,558.52,553.36,556.84,556.84,5055597
2024-07-19,556.84,557.42,554.93,556.74,556.74,5254114
2024-07-22,556.74,558.87,554.77,554.88,554.88,5216500
2024-07-23,554.88,560.96,551.07,558.75,558.75,5286429
2024-07-24,558.75,563.39,557.21,562.58,562.58,6208880
2024-07-25,562.58,566.69,561.01,565.31,565.31,5034055
2024-07-26,565.31,566.67,562.52,565.41,565.41,9555302
2024-07-29,565.41,567.34,561.31,563.79,563.79,8579748
2024-07-30,563.79,565.05,554.37,556.35,556.35,8264261
2024-07-31,556.35,557.18,555.03,555.43,555.43,8437840
2024-08-01,555.43,559.18,554.23,557.88,557.88,6514249
2024-08-02,557.88,560.06,549.63,551.01,551.01,5209560
2024-08-05,551.01,561.87,550.64,558.53,558.53,5066747
2024-08-06,558.53,561.46,553.28,556.35,556.35,5476758
2024-08-07,556.35,558.79,553.88,557.61,557.61,5715128
2024-08-08,557.61,558.99,552.14,554.84,554.84,5880594
2024-08-09,554.84,563.10,553.63,560.83,560.83,7550606
2024-08-12,560.83,564.95,556.91,559.03,559.03,5702034
2024-08-13,559.03,560.40,548.53,548.83,548.83,6068384
2024-08-14,548.83,549.10,546.67,548.75,548.75,6131819
2024-08-15,548.75,552.62,548.15,550.87,550.87,7512112
2024-08-16,550.87,561.26,550.82,560.18,560.18,5471090
2024-08-19,560.18,565.75,558.00,563.90,563.90,7835444
2024-08-20,563.90,566.45,561.13,562.48,562.48,6765381
2024-08-21,562.48,568.00,561.48,567.98,567.98,7737562
2024-08-22,567.98,568.29,559.63,563.02,563.02,6434913
2024-08-23,563.02,563.84,557.16,558.03,558.03,6431406
2024-08-26,558.03,561.87,557.27,560.03,560.03,6139459
2024-08-27,560.03,569.19,557.66,566.96,566.96,7878911
2024-08-28,566.96,567.88,564.67,566.66,566.66,6630883
2024-08-29,566.66,568.65,565.23,567.90,567.90,7468794
2024-08-30,567.90,571.88,565.04,571.63,571.63,6434760
2024-09-02,571.63,572.64,565.83,567.03,567.03,6116661
2024-09-03,567.03,567.49,557.08,558.65,558.65,6127696
2024-09-04,558.65,565.10,555.70,561.56,561.56,6005684
2024-09-05,561.56,562.07,558.48,560.60,560.60,7509426
2024-09-06,560.60,564.09,559.60,563.63,563.63,9168728
2024-09-09,563.63,568.09,561.65,565.87,565.87,5924330
2024-09-10,565.87,566.97,558.88,560.31,560.31,5096854
2024-09-11,560.31,560.66,555.08,555.21,555.21,6011560
2024-09-12,555.21,557.78,552.70,557.14,557.14,5668067
2024-09-13,557.14,563.44,555.74,563.23,563.23,10201017
2024-09-16,563.23,567.68,563.11,567.41,567.41,5895173
2024-09-17,567.41,576.89,566.14,575.02,575.02,6132243
2024-09-18,575.02,576.39,566.45,566.46,566.46,10729186
2024-09-19,566.46,569.78,562.37,562.89,562.89,5308660
2024-09-20,562.89,568.91,562.32,568.80,568.80,5047657
2024-09-23,568.80,570.92,566.98,570.01,570.01,9571904
2024-09-24,570.01,575.91,569.95,573.17,573.17,5409734
2024-09-25,573.17,575.20,569.62,571.82,571.82,6023642
2024-09-26,571.82,582.50,570.41,580.72,580.72,7833958
2024-09-27,580.72,582.50,579.96,580.41,580.41,5850241
2024-09-30,580.41,583.97,578.05,582.83,582.83,7777421
2024-10-01,582.83,583.68,577.39,578.78,578.78,6460834
2024-10-02,578.78,580.88,574.09,578.43,578.43,8721972
2024-10-03,578.43,580.20,577.42,578.10,578.10,5656750
2024-10-04,578.10,579.41,569.71,571.55,571.55,6038191
2024-10-07,571.55,578.61,571.34,577.66,577.66,9333990
2024-10-08,577.66,580.11,575.88,579.64,579.64,6921421
2024-10-09,579.64,580.22,573.43,576.32,576.32,5897768
2024-10-10,576.32,582.66,576.18,582.62,582.62,5271512
2024-10-11,582.62,585.18,579.59,584.69,584.69,5068869
2024-10-14,584.69,587.32,583.61,584.20,584.20,9372379
2024-10-15,584.20,592.30,582.75,589.06,589.06,6081382
2024-10-16,589.06,602.38,588.50,599.43,599.43,6538849
2024-10-17,599.43,611.98,597.99,610.94,610.94,6933882
2024-10-18,610.94,618.84,610.16,615.90,615.90,6576528
2024-10-21,615.90,620.34,615.16,620.09,620.09,6486768
2024-10-22,620.09,621.28,615.77,616.51,616.51,5224426
2024-10-23,616.51,617.08,614.80,615.47,615.47,10461019
2024-10-24,615.47,618.61,603.66,604.53,604.53,6700127
2024-10-25,604.53,604.99,600.87,601.41,601.41,5593577
2024-10-28,601.41,601.88,597.00,598.01,598.01,6970242
2024-10-29,598.01,612.58,596.56,609.93,609.93,6602806
2024-10-30,609.93,611.48,609.60,611.43,611.43,6629208
2024-10-31,611.43,612.17,604.02,606.87,606.87,7619318
2024-11-01,606.87,607.43,603.46,604.31,604.31,5930138
2024-11-04,604.31,614.36,604.02,613.65,613.65,5019561
2024-11-05,613.65,616.78,612.20,612.39,612.39,9526027
2024-11-06,612.39,619.81,611.62,615.82,615.82,10113836
2024-11-07,615.82,620.16,615.60,619.40,619.40,5725690
2024-11-08,619.40,627.65,618.64,623.27,623.27,5580021
2024-11-11,623.27,625.18,620.61,623.69,623.69,6183896
2024-11-12,623.69,628.79,623.14,627.80,627.80,6952167
2024-11-13,627.80,636.68,626.44,634.59,634.59,6586525
2024-11-14,634.59,638.67,633.59,635.82,635.82,9389452
2024-11-15,635.82,638.60,635.51,637.38,637.38,5110792
2024-11-18,637.38,641.26,635.67,638.93,638.93,5112022
2024-11-19,638.93,643.00,637.00,641.48,641.48,6129927
2024-11-20,641.48,642.25,634.98,636.79,636.79,7183675
2024-11-21,636.79,647.24,635.13,642.21,642.21,6298396
2024-11-22,642.21,647.03,640.53,644.54,644.54,9138564
2024-11-25,644.54,645.18,639.08,640.36,640.36,8535913
2024-11-26,640.36,640.98,637.75,640.37,640.37,5975964
2024-11-27,640.37,640.61,636.18,637.16,637.16,6257787
2024-11-28,637.16,640.34,637.15,638.31,638.31,5081793
2024-11-29,638.31,651.40,636.90,650.52,650.52,6669784
2024-12-02,650.52,654.39,648.90,653.60,653.60,7527194
2024-12-03,653.60,654.68,648.64,649.39,649.39,6619217
2024-12-04,649.39,655.46,648.81,655.34,655.34,8368130
2024-12-05,655.34,656.87,648.10,651.27,651.27,8543815
2024-12-06,651.27,653.26,638.62,639.74,639.74,6968157
2024-12-09,639.74,641.28,633.90,636.35,636.35,7051288
2024-12-10,636.35,637.86,630.96,632.47,632.47,6841325
2024-12-11,632.47,638.00,630.53,636.18,636.18,7218017
2024-12-12,636.18,638.30,630.62,633.33,633.33,6429935
2024-12-13,633.33,633.89,614.31,617.10,617.10,9428288
2024-12-16,617.10,628.16,614.42,625.36,625.36,5383793
2024-12-17,625.36,625.38,619.35,621.95,621.95,6335460
2024-12-18,621.95,626.70,620.57,623.57,623.57,8190383
