Date,Open,High,Low,Close,Adj Close,Volume
2024-04-16,444.91,446.95,444.55,446.65,446.65,8266460
2024-04-17,446.65,448.70,441.51,444.11,444.11,6199086
2024-04-18,444.11,447.84,442.27,442.52,442.52,6286821
2024-04-19,442.52,446.19,439.75,445.78,445.78,6356959
2024-04-22,445.78,455.50,445.41,454.62,454.62,10544327
2024-04-23,454.62,463.41,454.33,459.30,459.30,8766244
2024-04-24,459.30,459.41,458.67,458.74,458.74,5915946
2024-04-25,458.74,459.42,455.63,456.07,456.07,7291507
2024-04-26,456.07,458.33,448.41,451.66,451.66,5453099
2024-04-29,451.66,453.69,437.40,439.82,439.82,6287411
2024-04-30,439.82,440.14,430.09,432.62,432.62,8134597
2024-05-01,432.62,433.13,429.11,431.34,431.34,9665455
2024-05-02,431.34,433.97,425.44,426.87,426.87,6886588
2024-05-03,426.87,426.90,423.05,424.65,424.65,9695867
2024-05-06,424.65,429.65,424.21,428.56,428.56,6786143
2024-05-07,428.56,429.12,424.48,425.98,425.98,7684324
2024-05-08,425.98,430.09,423.78,429.62,429.62,7562639
2024-05-09,429.62,430.16,426.12,427.56,427.56,5925337
2024-05-10,427.56,430.09,424.81,428.78,428.78,5782784
2024-05-13,428.78,430.21,422.98,426.03,426.03,7383031
2024-05-14,426.03,434.37,424.20,433.08,433.08,5807872
2024-05-15,433.08,434.99,425.86,429.41,429.41,7017178
2024-05-16,429.41,429.46,423.75,424.89,424.89,7135805
2024-05-17,424.89,425.03,420.55,420.84,420.84,6872986
2024-05-20,420.84,421.43,416.54,416.92,416.92,8358596
2024-05-21,416.92,418.54,414.20,414.74,414.74,6265476
2024-05-22,414.74,419.19,413.80,419.11,419.11,5758062
2024-05-23,419.11,421.93,416.37,421.55,421.55,6555181
2024-05-24,421.55,423.30,417.97,419.68,419.68,5861429
2024-05-27,419.68,425.62,419.58,424.97,424.97,6574445
2024-05-28,424.97,426.00,416.83,417.18,417.18,8371100
2024-05-29,417.18,421.20,416.04,417.77,417.77,8127241
2024-05-30,417.77,425.96,417.36,425.60,425.60,11124919
2024-05-31,425.60,426.06,417.27,417.82,417.82,6629491
2024-06-03,417.82,422.30,413.38,414.58,414.58,7648682
2024-06-04,414.58,415.65,409.85,410.60,410.60,5536466
2024-06-05,410.60,415.03,406.40,407.90,407.90,7103586
2024-06-06,407.90,410.30,399.05,399.33,399.33,7635825
2024-06-07,399.33,403.53,397.60,402.43,402.43,12899115
2024-06-10,402.43,409.23,402.00,408.40,408.40,6227267
2024-06-11,408.40,413.69,407.40,412.38,412.38,6066185
2024-06-12,412.38,423.18,410.89,422.68,422.68,5875089
2024-06-13,422.68,424.04,420.48,423.95,423.95,5284369
2024-06-14,423.95,425.32,420.94,424.51,424.51,6270288
2024-06-17,424.51,427.96,423.92,425.48,425.48,5556700
2024-06-18,425.48,427.27,422.88,427.02,427.02,6734235
2024-06-19,427.02,433.61,426.13,433.60,433.60,7302180
2024-06-20,433.60,433.76,428.78,430.52,430.52,6338108
2024-06-21,430.52,434.00,430.25,431.83,431.83,9010285
2024-06-24,431.83,437.88,429.11,437.47,437.47,6304278
2024-06-25,437.47,439.22,426.64,428.32,428.32,5417829
2024-06-26,428.32,430.20,423.14,424.08,424.08,5782901
2024-06-27,424.08,427.25,422.69,425.98,425.98,6993524
2024-06-28,425.98,427.47,422.66,423.02,423.02,10028553
2024-07-01,423.02,424.02,418.69,421.61,421.61,6286660
2024-07-02,421.61,425.18,419.05,420.50,420.50,8349660
2024-07-03,420.50,422.40,417.18,418.55,418.55,5952300
2024-07-04,418.55,419.60,416.02,416.67,416.67,7874614
2024-07-05,416.67,417.08,413.07,414.76,414.76,8232678
2024-07-08,414.76,417.18,414.60,416.39,416.39,6088650
2024-07-09,416.39,422.68,414.84,421.55,421.55,7185202
2024-07-10,421.55,421.59,411.74,414.81,414.81,6716739
2024-07-11,414.81,420.26,413.74,418.64,418.64,5622852
2024-07-12,418.64,418.68,415.20,417.29,417.29,7575609
2024-07-15,417.29,417.99,416.23,416.91,416.91,6206830
2024-07-16,416.91,424.14,415.95,422.23,422.23,6022266
2024-07-17,422.23,422.38,418.82,420.51,420.51,10642516
2024-07-18,420.51,421.90,416.71,417.44,417.44,5715139
2024-07-19,417.44,417.58,412.05,415.03,415.03,6697413
2024-07-22,415.03,418.92,413.96,417.41,417.41,5519126
2024-07-23,417.41,418.23,409.89,410.79,410.79,8547752
2024-07-24,410.79,414.68,410.46,412.70,412.70,6554769
2024-07-25,412.70,413.14,403.36,404.64,404.64,5352155
2024-07-26,404.64,408.30,403.88,407.68,407.68,5019738
2024-07-29,407.68,408.06,401.53,402.29,402.29,6779318
2024-07-30,402.29,404.23,399.41,401.12,401.12,6516427
2024-07-31,401.12,402.18,396.22,398.53,398.53,5372820
2024-08-01,398.53,400.57,398.19,399.67,399.67,8301699
2024-08-02,399.67,400.55,397.73,398.55,398.55,7029270
2024-08-05,398.55,399.06,394.73,394.86,394.86,5345098
2024-08-06,394.86,399.28,393.02,398.98,398.98,9338118
2024-08-07,398.98,404.71,397.26,403.79,403.79,8416856
2024-08-08,403.79,408.46,402.98,408.35,408.35,5964003
2024-08-09,408.35,410.13,402.12,404.49,404.49,7829092
2024-08-12,404.49,409.88,403.23,408.45,408.45,5953030
2024-08-13,408.45,414.92,407.78,412.28,412.28,6173624
2024-08-14,412.28,421.92,411.82,418.40,418.40,6333394
2024-08-15,418.40,419.91,415.58,419.20,419.20,6747695
2024-08-16,419.20,425.47,418.70,424.73,424.73,6204482
2024-08-19,424.73,438.17,422.84,434.57,434.57,6177339
2024-08-20,434.57,436.12,432.25,433.75,433.75,5218070
2024-08-21,433.75,436.55,432.65,435.70,435.70,7337978
2024-08-22,435.70,441.09,433.42,438.20,438.20,5701127
2024-08-23,438.20,442.58,437.03,442.17,442.17,8048669
2024-08-26,442.17,443.09,437.30,440.96,440.96,5476500
2024-08-27,440.96,443.27,433.97,437.34,437.34,5824076
2024-08-28,437.34,440.52,435.87,440.23,440.23,5359749
2024-08-29,440.23,445.32,439.86,444.51,444.51,5127384
2024-08-30,444.51,455.85,441.93,452.33,452.33,6403823
2024-09-02,452.33,455.38,450.61,452.55,452.55,7618660
2024-09-03,452.55,464.43,448.93,463.24,463.24,5238410
2024-09-04,463.24,475.47,460.40,473.98,473.98,5870957
2024-09-05,473.98,482.65,471.36,482.25,482.25,7524195
2024-09-06,482.25,487.05,481.65,485.27,485.27,6726366
2024-09-09,485.27,485.59,475.57,475.91,475.91,6347503
2024-09-10,475.91,479.21,475.26,478.26,478.26,6151342
2024-09-11,478.26,480.83,476.22,476.97,476.97,5405558
2024-09-12,476.97,488.64,473.63,483.77,483.77,5903636
2024-09-13,483.77,484.83,475.60,475.95,475.95,6659994
2024-09-16,475.95,477.29,469.14,470.08,470.08,9800440
2024-09-17,470.08,472.00,466.96,468.89,468.89,7159397
2024-09-18,468.89,469.79,452.97,456.31,456.31,8837983
2024-09-19,456.31,463.71,454.44,462.42,462.42,8573024
2024-09-20,462.42,464.25,459.88,461.79,461.79,6343741
2024-09-23,461.79,466.11,459.17,465.41,465.41,7233673
2024-09-24,465.41,467.61,464.60,465.78,465.78,8213462
2024-09-25,465.78,466.56,465.71,466.20,466.20,7406074
2024-09-26,466.20,467.01,459.52,460.38,460.38,8543830
2024-09-27,460.38,469.60,457.16,465.75,465.75,5437282
2024-09-30,465.75,468.13,463.61,466.62,466.62,6207381
2024-10-01,466.62,471.10,464.34,470.59,470.59,11112538
2024-10-02,470.59,470.68,464.03,464.48,464.48,9197543
2024-10-03,464.48,466.02,464.30,465.97,465.97,6096396
2024-10-04,465.97,467.49,461.78,462.87,462.87,6777412
2024-10-07,462.87,467.09,461.22,466.22,466.22,6150290
2024-10-08,466.22,466.24,462.84,463.19,463.19,7131022
2024-10-09,463.19,463.86,459.75,460.04,460.04,6292861
2024-10-10,460.04,460.97,457.12,458.55,458.55,5196505
2024-10-11,458.55,464.88,458.42,463.18,463.18,8339176
2024-10-14,463.18,467.08,460.48,466.62,466.62,8666548
2024-10-15,466.62,468.43,456.88,457.83,457.83,6680828
2024-10-16,457.83,462.01,456.13,461.17,461.17,6474529
2024-10-17,461.17,474.46,459.23,472.30,472.30,8125520
2024-10-18,472.30,474.46,464.58,465.28,465.28,5209683
2024-10-21,465.28,467.39,464.76,465.49,465.49,5551456
2024-10-22,465.49,467.31,460.03,460.12,460.12,5098048
2024-10-23,460.12,462.46,446.15,449.70,449.70,7853718
2024-10-24,449.70,450.22,447.12,449.61,449.61,5614688
2024-10-25,449.61,450.91,441.75,442.59,442.59,8354026
2024-10-28,442.59,443.67,438.94,440.11,440.11,5009313
2024-10-29,440.11,440.68,437.11,437.69,437.69,7290738
2024-10-30,437.69,438.34,428.11,428.82,428.82,5050824
2024-10-31,428.82,442.39,427.10,441.33,441.33,5252006
2024-11-01,441.33,449.27,439.27,446.60,446.60,12231096
2024-11-04,446.60,446.79,445.40,446.52,446.52,5617727
2024-11-05,446.52,448.95,445.81,447.32,447.32,6150649
2024-11-06,447.32,449.29,445.93,447.80,447.80,8581197
2024-11-07,447.80,449.91,442.48,444.79,444.79,7578242
2024-11-08,444.79,448.28,441.80,447.88,447.88,6055004
2024-11-11,447.88,449.69,441.53,442.69,442.69,5205609
2024-11-12,442.69,448.47,441.68,446.62,446.62,6800534
2024-11-13,446.62,447.45,437.23,437.26,437.26,6964794
2024-11-14,437.26,439.16,431.76,432.73,432.73,5044943
2024-11-15,432.73,439.40,431.81,437.90,437.90,5162911
2024-11-18,437.90,441.53,433.27,439.77,439.77,8823197
2024-11-19,439.77,444.39,438.07,443.98,443.98,7641809
2024-11-20,443.98,449.26,443.80,447.18,447.18,6712715
2024-11-21,447.18,450.62,444.97,447.49,447.49,6290984
2024-11-22,447.49,463.86,445.51,460.99,460.99,5559142
2024-11-25,460.99,462.70,457.03,459.35,459.35,7680247
2024-11-26,459.35,460.71,453.58,455.07,455.07,6081834
2024-11-27,455.07,456.32,441.30,445.25,445.25,6080707
2024-11-28,445.25,450.60,442.89,448.48,448.48,5232156
2024-11-29,448.48,453.82,445.27,453.64,453.64,5412918
2024-12-02,453.64,463.55,453.27,460.95,460.95,6692400
2024-12-03,460.95,463.33,456.29,459.64,459.64,7433027
2024-12-04,459.64,463.09,458.05,458.23,458.23,6633759
2024-12-05,458.23,459.59,456.45,459.57,459.57,8049325
2024-12-06,459.57,464.12,459.30,461.13,461.13,6600576
2024-12-09,461.13,465.04,461.13,463.97,463.97,6068899
2024-12-10,463.97,469.22,462.01,467.33,467.33,8003857
2024-12-11,467.33,469.24,462.35,462.74,462.74,7214898
2024-12-12,462.74,462.98,460.83,462.48,462.48,9116108
2024-12-13,462.48,463.54,449.75,451.95,451.95,6012499
2024-12-16,451.95,452.47,447.22,449.24,449.24,8716631
2024-12-17,449.24,452.60,447.63,451.21,451.21,5280525
2024-12-18,451.21,458.92,448.80,457.47,457.47,9927933
