Date,Open,High,Low,Close,Adj Close,Volume
2024-02-21,198.64,199.36,197.63,197.72,197.72,9605769
2024-02-22,197.72,198.78,197.63,198.53,198.53,8977602
2024-02-23,198.53,198.85,197.05,197.78,197.78,5147102
2024-02-26,197.78,198.17,196.40,196.40,196.40,8906046
2024-02-27,196.40,196.95,194.92,195.63,195.63,6840833
2024-02-28,195.63,196.09,193.59,194.58,194.58,5630267
2024-02-29,194.58,194.98,194.48,194.95,194.95,8161140
2024-03-01,194.95,195.34,194.60,195.06,195.06,9593853
2024-03-04,195.06,195.57,193.98,194.29,194.29,9325073
2024-03-05,194.29,194.45,192.78,192.99,192.99,5623133
2024-03-06,192.99,194.11,192.60,194.11,194.11,5331724
2024-03-07,194.11,194.67,192.29,192.34,192.34,6864269
2024-03-08,192.34,193.00,191.35,191.51,191.51,6433979
2024-03-11,191.51,193.31,191.13,193.30,193.30,9263499
2024-03-12,193.30,193.55,192.47,192.52,192.52,9241624
2024-03-13,192.52,194.69,192.11,194.58,194.58,6615415
2024-03-14,194.58,197.20,194.56,196.75,196.75,8218143
2024-03-15,196.75,197.39,195.73,196.09,196.09,7997564
2024-03-18,196.09,196.43,196.08,196.10,196.10,5946659
2024-03-19,196.10,197.67,195.58,197.03,197.03,6785051
2024-03-20,197.03,197.22,194.85,195.17,195.17,5096605
2024-03-21,195.17,195.26,194.32,194.53,194.53,6286792
2024-03-22,194.53,195.34,194.36,194.77,194.77,5863089
2024-03-25,194.77,195.12,194.18,194.42,194.42,10157043
2024-03-26,194.42,196.49,194.38,195.97,195.97,6286886
2024-03-27,195.97,196.42,195.29,196.32,196.32,7686919
2024-03-28,196.32,197.62,196.13,197.21,197.21,5229471
2024-03-29,197.21,197.80,196.83,197.47,197.47,9064603
2024-04-01,197.47,197.88,196.14,196.80,196.80,7710218
2024-04-02,196.80,197.97,196.70,197.42,197.42,8316117
2024-04-03,197.42,197.77,196.57,196.63,196.63,7516468
2024-04-04,196.63,197.01,195.61,196.11,196.11,6157688
2024-04-05,196.11,197.21,196.05,197.05,197.05,8055168
2024-04-08,197.05,197.32,196.08,196.24,196.24,5550994
2024-04-09,196.24,196.96,195.72,195.76,195.76,6283646
2024-04-10,195.76,195.94,194.95,195.07,195.07,6899452
2024-04-11,195.07,195.27,194.68,195.08,195.08,7182223
2024-04-12,195.08,195.12,194.67,194.76,194.76,6680732
2024-04-15,194.76,195.58,194.19,195.31,195.31,6709480
2024-04-16,195.31,195.64,195.02,195.20,195.20,6632764
2024-04-17,195.20,196.01,193.92,194.45,194.45,9562633
2024-04-18,194.45,194.54,193.79,193.90,193.90,7819036
2024-04-19,193.90,194.40,193.27,193.41,193.41,8425432
2024-04-22,193.41,195.60,192.91,195.54,195.54,5701701
2024-04-23,195.54,197.82,194.31,196.75,196.75,8843004
2024-04-24,196.75,197.66,196.67,197.15,197.15,7886282
2024-04-25,197.15,198.52,197.02,198.05,198.05,9401501
2024-04-26,198.05,198.24,197.16,197.95,197.95,8157402
2024-04-29,197.95,199.28,197.53,199.04,199.04,7218233
2024-04-30,199.04,201.36,198.63,200.46,200.46,7064505
2024-05-01,200.46,200.89,200.09,200.09,200.09,7230674
2024-05-02,200.09,200.22,199.23,200.16,200.16,7510273
2024-05-03,200.16,201.21,199.80,201.16,201.16,5810905
2024-05-06,201.16,203.34,200.36,203.00,203.00,6801545
2024-05-07,203.00,203.43,201.55,201.73,201.73,7316262
2024-05-08,201.73,202.08,201.56,201.89,201.89,7655428
2024-05-09,201.89,202.12,198.46,198.71,198.71,7116511
2024-05-10,198.71,200.02,198.22,199.46,199.46,5252220
2024-05-13,199.46,200.09,199.37,199.72,199.72,5358248
2024-05-14,199.72,199.73,198.97,199.36,199.36,5713862
2024-05-15,199.36,200.92,198.35,200.06,200.06,5153661
2024-05-16,200.06,201.18,198.63,198.69,198.69,7244915
2024-05-17,198.69,201.02,198.01,200.78,200.78,6946467
2024-05-20,200.78,202.31,200.45,202.23,202.23,6300180
2024-05-21,202.23,202.76,202.22,202.65,202.65,6434663
2024-05-22,202.65,202.94,199.58,199.82,199.82,5038848
2024-05-23,199.82,199.91,197.19,197.70,197.70,7024349
2024-05-24,197.70,197.70,194.82,195.04,195.04,7453562
2024-05-27,195.04,195.24,194.93,195.02,195.02,7192033
2024-05-28,195.02,195.56,194.16,194.84,194.84,8591582
2024-05-29,194.84,196.51,194.17,196.17,196.17,5328632
2024-05-30,196.17,199.37,195.92,198.64,198.64,6298853
2024-05-31,198.64,199.57,198.44,199.17,199.17,6517099
2024-06-03,199.17,199.45,198.63,199.39,199.39,10837484
2024-06-04,199.39,200.33,199.31,200.07,200.07,7039228
2024-06-05,200.07,200.66,200.00,200.60,200.60,6974160
2024-06-06,200.60,202.33,199.66,202.01,202.01,5960218
2024-06-07,202.01,202.37,201.52,202.11,202.11,8520259
2024-06-10,202.11,202.15,201.07,201.79,201.79,8001191
2024-06-11,201.79,202.59,200.92,201.13,201.13,5756351
2024-06-12,201.13,202.48,201.05,202.32,202.32,6281175
2024-06-13,202.32,204.69,201.55,204.49,204.49,8496996
2024-06-14,204.49,204.51,203.40,203.41,203.41,7853884
2024-06-17,203.41,205.14,203.37,205.07,205.07,5482601
2024-06-18,205.07,209.22,204.97,208.27,208.27,6291633
2024-06-19,208.27,208.70,207.64,208.58,208.58,9315734
2024-06-20,208.58,210.27,208.04,209.45,209.45,7522078
2024-06-21,209.45,209.54,206.86,208.00,208.00,6182101
2024-06-24,208.00,210.78,207.56,210.57,210.57,6568581
2024-06-25,210.57,213.43,210.32,213.03,213.03,6584800
2024-06-26,213.03,214.06,212.10,213.47,213.47,10891974
2024-06-27,213.47,214.89,213.39,214.83,214.83,6296223
2024-06-28,214.83,215.02,211.10,211.23,211.23,8734799
2024-07-01,211.23,211.51,208.43,208.56,208.56,7256088
2024-07-02,208.56,209.15,206.04,206.53,206.53,7063807
2024-07-03,206.53,208.07,206.41,207.68,207.68,9375567
2024-07-04,207.68,208.12,206.33,206.61,206.61,7613807
2024-07-05,206.61,206.69,206.15,206.49,206.49,11156572
2024-07-08,206.49,208.15,205.77,208.04,208.04,6662706
2024-07-09,208.04,208.18,207.29,207.47,207.47,5785205
2024-07-10,207.47,207.70,204.45,204.53,204.53,7892046
2024-07-11,204.53,205.63,204.48,205.43,205.43,6844222
2024-07-12,205.43,206.25,205.07,205.92,205.92,6122398
2024-07-15,205.92,206.04,203.95,204.31,204.31,6866329
2024-07-16,204.31,204.48,203.33,203.50,203.50,9263146
2024-07-17,203.50,203.82,202.24,202.91,202.91,9106182
2024-07-18,202.91,205.04,202.58,204.31,204.31,5349937
2024-07-19,204.31,204.99,203.96,204.20,204.20,5856071
2024-07-22,204.20,204.36,202.90,202.98,202.98,7054715
2024-07-23,202.98,203.43,202.69,202.90,202.90,5212342
2024-07-24,202.90,204.47,202.74,204.20,204.20,7372971
2024-07-25,204.20,204.21,201.17,201.83,201.83,7995350
2024-07-26,201.83,201.96,201.12,201.80,201.80,5448031
2024-07-29,201.80,202.40,201.43,202.15,202.15,5021692
2024-07-30,202.15,202.30,199.82,200.45,200.45,5131344
2024-07-31,200.45,200.47,199.18,199.63,199.63,5630459
2024-08-01,199.63,199.73,198.03,198.21,198.21,10033263
2024-08-02,198.21,199.02,197.96,198.84,198.84,8981731
2024-08-05,198.84,199.22,198.69,198.76,198.76,7095120
2024-08-06,198.76,199.08,196.45,197.44,197.44,7405121
2024-08-07,197.44,198.14,196.50,196.73,196.73,7222417
2024-08-08,196.73,197.05,195.52,196.83,196.83,5241735
2024-08-09,196.83,197.40,196.50,196.53,196.53,7649989
2024-08-12,196.53,197.86,196.39,197.69,197.69,5013683
2024-08-13,197.69,201.06,197.53,200.99,200.99,7084122
2024-08-14,200.99,201.28,199.59,200.01,200.01,5392099
2024-08-15,200.01,202.20,199.84,201.82,201.82,7648163
2024-08-16,201.82,202.31,200.55,201.35,201.35,6776572
2024-08-19,201.35,203.74,201.21,203.15,203.15,13755348
2024-08-20,203.15,204.08,202.50,202.78,202.78,5341089
2024-08-21,202.78,203.47,200.83,201.27,201.27,7655428
2024-08-22,201.27,201.65,201.19,201.52,201.52,5632615
2024-08-23,201.52,201.57,200.55,201.49,201.49,5359141
2024-08-26,201.49,201.57,200.99,201.21,201.21,7970033
2024-08-27,201.21,201.83,198.97,199.33,199.33,6986013
2024-08-28,199.33,199.54,196.89,197.79,197.79,7091046
2024-08-29,197.79,200.73,197.53,200.48,200.48,6917872
2024-08-30,200.48,200.93,198.40,198.45,198.45,5334102
2024-09-02,198.45,200.44,198.39,199.68,199.68,5777557
2024-09-03,199.68,200.05,198.40,198.87,198.87,5365916
2024-09-04,198.87,199.03,197.41,197.48,197.48,5443260
2024-09-05,197.48,197.82,196.62,196.71,196.71,5390682
2024-09-06,196.71,196.96,195.05,196.17,196.17,5330219
2024-09-09,196.17,197.29,195.87,197.25,197.25,6256692
2024-09-10,197.25,197.62,196.76,196.93,196.93,7585898
2024-09-11,196.93,198.14,196.36,197.69,197.69,7047614
2024-09-12,197.69,199.30,197.16,198.63,198.63,5060526
2024-09-13,198.63,199.30,198.19,198.51,198.51,7871387
2024-09-16,198.51,200.95,197.97,200.46,200.46,7978228
2024-09-17,200.46,200.87,198.84,199.22,199.22,11435241
2024-09-18,199.22,201.07,198.51,200.23,200.23,10056776
2024-09-19,200.23,200.33,199.65,199.82,199.82,6320266
2024-09-20,199.82,200.55,198.99,200.05,200.05,6752103
2024-09-23,200.05,200.05,198.72,199.12,199.12,5323562
2024-09-24,199.12,199.50,198.09,198.92,198.92,9039957
2024-09-25,198.92,199.71,198.37,198.44,198.44,6154992
2024-09-26,198.44,199.57,197.86,198.27,198.27,7373751
2024-09-27,198.27,198.31,197.19,197.32,197.32,7120547
2024-09-30,197.32,197.39,196.92,196.96,196.96,6700641
2024-10-01,196.96,197.28,194.29,194.56,194.56,6495107
2024-10-02,194.56,196.37,194.14,196.36,196.36,6932269
2024-10-03,196.36,196.62,195.06,196.53,196.53,5535723
2024-10-04,196.53,197.63,193.82,193.97,193.97,5961160
2024-10-07,193.97,194.56,193.46,193.49,193.49,5432837
2024-10-08,193.49,194.59,193.19,194.31,194.31,10192487
2024-10-09,194.31,194.55,192.38,193.25,193.25,8764886
2024-10-10,193.25,193.49,192.45,192.63,192.63,5846308
2024-10-11,192.63,193.81,192.48,193.64,193.64,8281268
2024-10-14,193.64,193.67,192.10,192.42,192.42,5172225
2024-10-15,192.42,192.80,190.24,190.57,190.57,7901942
2024-10-16,190.57,192.36,190.17,191.67,191.67,8096543
2024-10-17,191.67,193.74,191.27,193.29,193.29,5092845
2024-10-18,193.29,193.74,191.72,192.27,192.27,8595352
2024-10-21,192.27,192.46,191.45,191.57,191.57,7129616
2024-10-22,191.57,192.90,191.07,192.30,192.30,8030450
2024-10-23,192.30,192.88,192.23,192.62,192.62,7773519
2024-10-24,192.62,192.73,192.02,192.15,192.15,6784253
2024-10-25,192.15,192.66,191.54,191.71,191.71,7544751
2024-10-28,191.71,193.26,191.40,192.79,192.79,6312884
2024-10-29,192.79,192.89,192.03,192.74,192.74,5097345
2024-10-30,192.74,193.53,192.45,192.90,192.90,9769568
2024-10-31,192.90,194.57,191.87,194.19,194.19,5222712
2024-11-01,194.19,195.05,193.90,194.80,194.80,5296020
2024-11-04,194.80,196.84,194.73,196.59,196.59,5760525
2024-11-05,196.59,200.25,196.15,199.77,199.77,6073090
2024-11-06,199.77,201.78,199.53,201.23,201.23,5904781
2024-11-07,201.23,202.29,200.41,200.95,200.95,5495875
2024-11-08,200.95,204.61,200.21,203.90,203.90,8822171
2024-11-11,203.90,205.80,203.32,205.41,205.41,9278292
2024-11-12,205.41,206.63,204.86,206.51,206.51,7577503
2024-11-13,206.51,209.07,206.05,208.56,208.56,7043147
2024-11-14,208.56,208.76,207.60,207.72,207.72,6036873
2024-11-15,207.72,208.29,206.97,207.42,207.42,7701598
2024-11-18,207.42,208.98,206.40,208.43,208.43,8316991
2024-11-19,208.43,208.80,208.15,208.71,208.71,7015539
2024-11-20,208.71,209.08,208.29,208.52,208.52,6273447
2024-11-21,208.52,208.93,207.26,208.86,208.86,5139799
2024-11-22,208.86,208.97,207.71,208.50,208.50,6608242
2024-11-25,208.50,208.64,206.80,207.55,207.55,7949475
2024-11-26,207.55,207.87,205.44,205.51,205.51,7882185
2024-11-27,205.51,205.82,204.70,204.79,204.79,5433056
2024-11-28,204.79,206.36,204.51,206.32,206.32,7126756
2024-11-29,206.32,206.56,206.03,206.38,206.38,6081069
2024-12-02,206.38,206.93,205.49,206.92,206.92,5487395
2024-12-03,206.92,207.34,206.16,206.77,206.77,8057247
2024-12-04,206.77,207.90,206.58,207.20,207.20,8245503
2024-12-05,207.20,207.64,207.14,207.36,207.36,6807864
2024-12-06,207.36,209.31,206.97,208.78,208.78,5030304
2024-12-09,208.78,210.36,208.67,210.30,210.30,5611735
2024-12-10,210.30,211.33,209.47,210.84,210.84,6368701
2024-12-11,210.84,211.78,210.06,211.19,211.19,5722254
2024-12-12,211.19,213.31,210.65,212.67,212.67,6089220
2024-12-13,212.67,214.87,212.45,214.63,214.63,6843361
2024-12-16,214.63,216.90,213.53,216.52,216.52,5432175
2024-12-17,216.52,218.78,216.30,218.53,218.53,7805445
2024-12-18,218.53,218.85,217.37,218.64,218.64,9469200
