Date,Open,High,Low,Close,Adj Close,Volume
2024-03-19,180.09,180.17,178.54,179.29,179.29,5350248
2024-03-20,179.29,180.36,178.16,178.43,178.43,6607311
2024-03-21,178.43,178.56,176.83,177.58,177.58,6285585
2024-03-22,177.58,178.87,177.56,178.69,178.69,5457658
2024-03-25,178.69,178.97,173.52,173.73,173.73,9285313
2024-03-26,173.73,173.97,173.02,173.35,173.35,5980800
2024-03-27,173.35,174.43,173.09,174.13,174.13,8282511
2024-03-28,174.13,174.45,172.43,173.10,173.10,10643431
2024-03-29,173.10,174.48,172.88,173.55,173.55,5580421
2024-04-01,173.55,176.61,173.06,175.69,175.69,5956323
2024-04-02,175.69,175.75,172.84,173.34,173.34,6259721
2024-04-03,173.34,174.74,171.63,172.28,172.28,6011571
2024-04-04,172.28,172.77,170.74,172.10,172.10,7239206
2024-04-05,172.10,172.47,168.23,169.34,169.34,6161864
2024-04-08,169.34,170.34,168.05,170.15,170.15,7323635
2024-04-09,170.15,171.04,166.87,167.58,167.58,5723315
2024-04-10,167.58,168.46,166.66,166.91,166.91,6249591
2024-04-11,166.91,167.39,166.36,167.15,167.15,8971969
2024-04-12,167.15,167.63,166.66,166.70,166.70,7675357
2024-04-15,166.70,169.44,165.84,169.09,169.09,7562535
2024-04-16,169.09,170.12,168.95,169.51,169.51,6665676
2024-04-17,169.51,169.93,169.09,169.73,169.73,6903166
2024-04-18,169.73,170.45,169.29,169.66,169.66,12154077
2024-04-19,169.66,170.16,168.74,169.30,169.30,6049679
2024-04-22,169.30,169.98,168.80,168.87,168.87,7334566
2024-04-23,168.87,169.41,167.76,168.28,168.28,5526303
2024-04-24,168.28,168.89,166.57,167.15,167.15,5598265
2024-04-25,167.15,167.54,166.25,166.33,166.33,5700871
2024-04-26,166.33,166.41,163.05,163.24,163.24,5663514
2024-04-29,163.24,168.75,162.75,168.32,168.32,6787359
2024-04-30,168.32,172.35,167.27,172.23,172.23,6375781
2024-05-01,172.23,173.53,171.50,173.26,173.26,8976062
2024-05-02,173.26,174.99,173.02,174.75,174.75,6062188
2024-05-03,174.75,176.87,173.92,176.19,176.19,5431000
2024-05-06,176.19,176.53,171.81,172.01,172.01,6813412
2024-05-07,172.01,173.59,171.94,173.15,173.15,8771253
2024-05-08,173.15,173.71,170.43,170.44,170.44,5047511
2024-05-09,170.44,170.94,168.53,168.76,168.76,6401110
2024-05-10,168.76,172.01,168.61,171.16,171.16,7949421
2024-05-13,171.16,171.92,170.97,171.21,171.21,5227492
2024-05-14,171.21,173.78,170.58,173.37,173.37,5372864
2024-05-15,173.37,178.07,172.94,177.54,177.54,6165840
2024-05-16,177.54,178.37,177.04,177.19,177.19,6575364
2024-05-17,177.19,178.39,176.41,178.28,178.28,7932065
2024-05-20,178.28,179.27,177.69,178.87,178.87,7165865
2024-05-21,178.87,184.37,178.55,183.58,183.58,6386766
2024-05-22,183.58,185.20,183.35,184.81,184.81,5511495
2024-05-23,184.81,185.39,179.21,180.40,180.40,6418302
2024-05-24,180.40,180.78,179.12,179.61,179.61,5265533
2024-05-27,179.61,180.31,178.36,178.95,178.95,7986658
2024-05-28,178.95,179.10,176.75,178.22,178.22,6190250
2024-05-29,178.22,178.63,175.37,175.75,175.75,5064358
2024-05-30,175.75,177.57,174.74,176.70,176.70,5367642
2024-05-31,176.70,177.54,175.95,177.04,177.04,5774289
2024-06-03,177.04,177.39,174.87,175.25,175.25,5903789
2024-06-04,175.25,176.39,175.02,175.57,175.57,5071172
2024-06-05,175.57,176.52,174.75,174.88,174.88,8737026
2024-06-06,174.88,175.35,174.54,174.88,174.88,6423890
2024-06-07,174.88,177.86,174.36,176.94,176.94,7760913
2024-06-10,176.94,177.58,173.31,174.54,174.54,6100074
2024-06-11,174.54,175.89,174.13,175.61,175.61,6960676
2024-06-12,175.61,176.09,175.08,175.09,175.09,6395810
2024-06-13,175.09,176.89,173.67,175.87,175.87,7623257
2024-06-14,175.87,176.23,172.35,172.88,172.88,5137405
2024-06-17,172.88,173.38,170.90,170.97,170.97,5291775
2024-06-18,170.97,171.14,169.45,170.06,170.06,7553127
2024-06-19,170.06,170.25,169.73,170.21,170.21,6870485
2024-06-20,170.21,173.09,169.96,173.08,173.08,9310534
2024-06-21,173.08,173.50,172.67,173.49,173.49,6268396
2024-06-24,173.49,173.54,170.92,171.65,171.65,5625117
2024-06-25,171.65,171.65,170.40,171.40,171.40,6157778
2024-06-26,171.40,172.97,170.82,171.64,171.64,6039238
2024-06-27,171.64,172.35,168.08,169.51,169.51,6778481
2024-06-28,169.51,170.08,166.20,166.33,166.33,6585784
2024-07-01,166.33,167.57,162.73,162.92,162.92,8134342
2024-07-02,162.92,163.32,160.13,160.21,160.21,7353893
2024-07-03,160.21,161.20,160.20,160.93,160.93,5150190
2024-07-04,160.93,161.74,160.56,160.91,160.91,6545619
2024-07-05,160.91,160.94,160.50,160.60,160.60,5853288
2024-07-08,160.60,160.95,157.80,159.01,159.01,10137858
2024-07-09,159.01,160.80,158.38,160.46,160.46,7565806
2024-07-10,160.46,160.52,158.60,159.12,159.12,5271039
2024-07-11,159.12,159.75,156.39,156.86,156.86,5672329
2024-07-12,156.86,157.45,155.97,156.22,156.22,6326141
2024-07-15,156.22,157.41,154.96,155.00,155.00,10004216
2024-07-16,155.00,155.27,154.26,154.90,154.90,6877898
2024-07-17,154.90,155.10,153.42,153.75,153.75,7948829
2024-07-18,153.75,153.88,150.62,150.67,150.67,6813495
2024-07-19,150.67,151.99,149.60,151.77,151.77,8338092
2024-07-22,151.77,152.52,150.58,150.68,150.68,7786559
2024-07-23,150.68,151.80,150.33,151.69,151.69,6694962
2024-07-24,151.69,151.79,150.08,150.31,150.31,5625444
2024-07-25,150.31,151.35,149.21,150.07,150.07,5989082
2024-07-26,150.07,150.36,149.41,149.45,149.45,5740699
2024-07-29,149.45,150.10,149.10,149.21,149.21,6873106
2024-07-30,149.21,149.93,148.96,149.76,149.76,6837919
2024-07-31,149.76,151.12,149.54,150.26,150.26,8355047
2024-08-01,150.26,150.64,148.03,148.47,148.47,6044096
2024-08-02,148.47,149.14,146.97,147.80,147.80,6210286
2024-08-05,147.80,148.43,146.28,146.44,146.44,6837923
2024-08-06,146.44,146.55,143.21,143.63,143.63,5846563
2024-08-07,143.63,144.99,143.04,143.18,143.18,6837189
2024-08-08,143.18,143.47,141.30,141.84,141.84,8116854
2024-08-09,141.84,142.25,141.65,141.69,141.69,10197930
2024-08-12,141.69,142.31,138.50,138.69,138.69,9756500
2024-08-13,138.69,139.59,138.52,139.27,139.27,5826472
2024-08-14,139.27,139.35,138.57,138.97,138.97,7002142
2024-08-15,138.97,140.38,138.89,139.19,139.19,6871260
2024-08-16,139.19,139.48,137.57,138.09,138.09,7579624
2024-08-19,138.09,138.64,137.03,138.44,138.44,11045157
2024-08-20,138.44,139.05,138.03,138.93,138.93,9177761
2024-08-21,138.93,139.23,138.93,139.10,139.10,5851188
2024-08-22,139.10,141.82,138.88,141.25,141.25,6728374
2024-08-23,141.25,142.26,140.77,142.04,142.04,6901166
2024-08-26,142.04,142.77,141.67,142.47,142.47,5645919
2024-08-27,142.47,142.83,140.02,141.11,141.11,7698002
2024-08-28,141.11,143.09,140.97,142.60,142.60,10927912
2024-08-29,142.60,142.95,142.57,142.64,142.64,5089510
2024-08-30,142.64,143.03,141.72,142.57,142.57,6636715
2024-09-02,142.57,145.72,142.33,144.89,144.89,7305156
2024-09-03,144.89,146.18,144.71,146.07,146.07,5685390
2024-09-04,146.07,147.19,145.84,146.81,146.81,5461771
2024-09-05,146.81,149.71,146.08,149.66,149.66,9855155
2024-09-06,149.66,150.26,148.54,148.60,148.60,6148726
2024-09-09,148.60,149.24,146.52,147.12,147.12,6212507
2024-09-10,147.12,147.48,147.04,147.48,147.48,6046467
2024-09-11,147.48,147.75,146.93,147.57,147.57,9173080
2024-09-12,147.57,147.67,146.02,146.35,146.35,9988969
2024-09-13,146.35,146.88,145.13,145.38,145.38,5222238
2024-09-16,145.38,145.48,143.89,144.10,144.10,7269686
2024-09-17,144.10,144.93,143.88,144.17,144.17,6363772
2024-09-18,144.17,145.30,143.91,144.52,144.52,6709872
2024-09-19,144.52,146.23,144.12,145.96,145.96,7436207
2024-09-20,145.96,146.50,144.25,144.63,144.63,7245092
2024-09-23,144.63,144.95,143.05,143.72,143.72,9389120
2024-09-24,143.72,145.92,143.00,145.68,145.68,8912232
2024-09-25,145.68,147.32,145.43,146.77,146.77,6407053
2024-09-26,146.77,147.33,144.53,145.85,145.85,8973215
2024-09-27,145.85,147.43,145.19,147.43,147.43,7322009
2024-09-30,147.43,147.71,145.89,146.24,146.24,7621650
2024-10-01,146.24,146.56,145.03,145.58,145.58,7883413
2024-10-02,145.58,145.70,144.87,145.43,145.43,8337114
2024-10-03,145.43,150.04,145.05,149.63,149.63,6960208
2024-10-04,149.63,150.87,148.69,150.34,150.34,7820304
2024-10-07,150.34,151.05,149.36,149.39,149.39,5827276
2024-10-08,149.39,149.48,147.39,148.02,148.02,6779996
2024-10-09,148.02,148.74,147.75,148.31,148.31,6701388
2024-10-10,148.31,149.37,147.93,149.30,149.30,6186832
2024-10-11,149.30,149.35,149.19,149.29,149.29,5146281
2024-10-14,149.29,149.39,147.69,147.91,147.91,6363828
2024-10-15,147.91,149.55,147.82,149.44,149.44,5482856
2024-10-16,149.44,149.81,148.37,148.56,148.56,5809593
2024-10-17,148.56,148.96,146.44,148.07,148.07,5703340
2024-10-18,148.07,149.59,148.00,148.91,148.91,5802940
2024-10-21,148.91,149.25,145.81,146.34,146.34,8046139
2024-10-22,146.34,147.66,146.25,147.50,147.50,7151830
2024-10-23,147.50,148.33,146.74,148.06,148.06,7623972
2024-10-24,148.06,149.92,147.78,149.26,149.26,6250157
2024-10-25,149.26,149.77,149.15,149.59,149.59,9364353
2024-10-28,149.59,150.53,149.30,149.64,149.64,7143825
2024-10-29,149.64,149.70,146.20,146.76,146.76,5343862
2024-10-30,146.76,146.81,145.64,145.82,145.82,5969761
2024-10-31,145.82,146.15,144.86,145.49,145.49,10313538
2024-11-01,145.49,146.61,145.28,146.17,146.17,6244230
2024-11-04,146.17,146.45,145.59,146.36,146.36,6903579
2024-11-05,146.36,146.41,144.02,144.16,144.16,6198163
2024-11-06,144.16,144.76,143.04,143.08,143.08,12018451
2024-11-07,143.08,143.40,140.07,140.82,140.82,10978604
2024-11-08,140.82,140.98,139.54,140.17,140.17,7372770
2024-11-11,140.17,140.49,138.51,139.17,139.17,6387498
2024-11-12,139.17,139.46,137.54,137.67,137.67,7017695
2024-11-13,137.67,138.28,135.97,136.26,136.26,8562688
2024-11-14,136.26,137.40,135.44,137.29,137.29,8481337
2024-11-15,137.29,137.84,136.54,136.71,136.71,5367443
2024-11-18,136.71,138.00,136.50,137.61,137.61,5175787
2024-11-19,137.61,139.79,137.26,138.58,138.58,6594941
2024-11-20,138.58,138.84,136.97,137.20,137.20,6797239
2024-11-21,137.20,138.99,136.84,138.29,138.29,6438676
2024-11-22,138.29,141.93,138.14,141.68,141.68,9286312
2024-11-25,141.68,144.02,141.61,143.49,143.49,5980276
2024-11-26,143.49,143.86,141.87,142.02,142.02,5541628
2024-11-27,142.02,143.28,141.78,143.23,143.23,5661999
2024-11-28,143.23,144.27,142.03,143.90,143.90,8271511
2024-11-29,143.90,144.06,142.74,142.99,142.99,6642265
2024-12-02,142.99,143.39,141.85,141.89,141.89,5388019
2024-12-03,141.89,142.48,141.52,142.00,142.00,7952143
2024-12-04,142.00,145.37,141.78,144.56,144.56,6638600
2024-12-05,144.56,145.05,142.95,143.58,143.58,7962212
2024-12-06,143.58,145.37,143.08,145.00,145.00,10624968
2024-12-09,145.00,148.00,144.53,147.26,147.26,8278040
2024-12-10,147.26,147.70,146.16,146.57,146.57,6356744
2024-12-11,146.57,147.03,145.43,147.02,147.02,8667453
2024-12-12,147.02,148.04,146.61,147.87,147.87,5978516
2024-12-13,147.87,148.52,147.87,148.02,148.02,8267935
2024-12-16,148.02,148.35,145.10,145.52,145.52,5828710
2024-12-17,145.52,148.12,144.73,147.73,147.73,7116381
2024-12-18,147.73,148.50,147.04,148.34,148.34,5391163
